,test_type,sql_query,sql_result,llm_user_query,llm_sql_query,llm_result,correct_result
32,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Houston""",2022-08-31 00:00:00,What was the last update for Bank of Houston?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Houston""",2022-08-31 00:00:00,1
33,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Houston"" ",1039808,What is the maximum total assets Bank of Houston ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
34,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Citizens Bank of Blythedale""",2012-12-05 00:00:00,What was the last update for Citizens Bank of Blythedale?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Citizens Bank of Blythedale""",2012-12-05 00:00:00,1
35,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Citizens Bank of Blythedale"" ",31747,What is the maximum total assets Citizens Bank of Blythedale ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
36,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""South Central State Bank""",2022-08-31 00:00:00,What was the last update for South Central State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'South Central State Bank' LIMIT 1",2022-08-31 00:00:00,1
37,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""South Central State Bank"" ",186354,What is the maximum total assets South Central State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
38,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Valley Bank""",1990-10-04 00:00:00,What was the last update for Valley Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Valley Bank' LIMIT 1;",1990-10-04 00:00:00,1
39,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Valley Bank"" ",877891,What is the maximum total assets Valley Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
40,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Corwith State Bank""",2003-09-26 00:00:00,What was the last update for Corwith State Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Corwith State Bank""",2003-09-26 00:00:00,1
41,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Corwith State Bank"" ",23695,What is the maximum total assets Corwith State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
42,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Americana Bank of Danube""",1990-10-12 00:00:00,What was the last update for Americana Bank of Danube?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Americana Bank of Danube"" LIMIT 1",1990-10-12 00:00:00,1
43,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Americana Bank of Danube"" ",12590,What is the maximum total assets Americana Bank of Danube ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
44,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Security State Bank of Hamilton""",2007-01-12 00:00:00,What was the last update for Security State Bank of Hamilton?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Security State Bank of Hamilton""",2007-01-12 00:00:00,1
45,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Security State Bank of Hamilton"" ",46293,What is the maximum total assets Security State Bank of Hamilton ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
46,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Wauconda National Bank and Trust Company""",1995-01-12 00:00:00,What was the last update for Wauconda National Bank and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Wauconda National Bank and Trust Company""",1995-01-12 00:00:00,1
47,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Wauconda National Bank and Trust Company"" ",109832,What is the maximum total assets Wauconda National Bank and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
48,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First Gulf Beach Bank and Trust Company""",1990-10-04 00:00:00,What was the last update for First Gulf Beach Bank and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First Gulf Beach Bank and Trust Company""",1990-10-04 00:00:00,1
49,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First Gulf Beach Bank and Trust Company"" ",103456,What is the maximum total assets First Gulf Beach Bank and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""First Gulf Beach Bank and Trust Company""",103456,1
50,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Simmons First Bank of Northeast Arkansas""",2014-05-20 00:00:00,What was the last update for Simmons First Bank of Northeast Arkansas?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Simmons First Bank of Northeast Arkansas""",2014-05-20 00:00:00,1
51,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Simmons First Bank of Northeast Arkansas"" ",361142,What is the maximum total assets Simmons First Bank of Northeast Arkansas ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
52,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First RepublicBank Pleasant Grove""",1990-10-04 00:00:00,What was the last update for First RepublicBank Pleasant Grove?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First RepublicBank Pleasant Grove""",1990-10-04 00:00:00,1
53,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First RepublicBank Pleasant Grove"" ",119389,What is the maximum total assets First RepublicBank Pleasant Grove ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
54,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Farmers & Traders Savings Bank""",2022-01-12 00:00:00,What was the last update for Farmers & Traders Savings Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Farmers & Traders Savings Bank' LIMIT 1",2022-01-12 00:00:00,1
55,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Farmers & Traders Savings Bank"" ",72907,What is the maximum total assets Farmers & Traders Savings Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Farmers & Traders Savings Bank""",72907,1
56,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Heritage Bank""",2001-03-19 00:00:00,What was the last update for Heritage Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Heritage Bank' LIMIT 1",2001-03-19 00:00:00,1
57,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Heritage Bank"" ",7146237,What is the maximum total assets Heritage Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
58,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""National Bank of Petersburg""",2018-11-19 00:00:00,What was the last update for National Bank of Petersburg?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""National Bank of Petersburg""",2018-11-19 00:00:00,1
59,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""National Bank of Petersburg"" ",143236,What is the maximum total assets National Bank of Petersburg ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
60,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Brenton State Bank""",1995-10-20 00:00:00,What was the last update for Brenton State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE institution_name = ""Brenton State Bank""",1995-10-20 00:00:00,1
61,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Brenton State Bank"" ",73419,What is the maximum total assets Brenton State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
62,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Western Bank""",2022-08-31 00:00:00,What was the last update for Western Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Western Bank""",2022-08-31 00:00:00,1
63,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Western Bank"" ",787109,What is the maximum total assets Western Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
64,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Dairy State Bank""",2000-02-24 00:00:00,What was the last update for Dairy State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Dairy State Bank' LIMIT 1",2000-02-24 00:00:00,1
65,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Dairy State Bank"" ",718219,What is the maximum total assets Dairy State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
